,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
4191,"Family room for 4, only 1 min. to BTS Station.",Phaya Thai,13.79387,100.55025,Private room,1765,1,0,0.0,7,0,Short-Term,not_popular
4192,"ISSARA, BEST COMFY BED & BREAKFAST IN OLD TOWN",Phra Nakhon,13.74957,100.49764,Hotel room,350,1,90,1.45,24,0,Short-Term,not_popular
4193,"Le Vanvarothai(Saladaeng Residence),BTS Saladaeng",Bang Rak,13.726628,100.536797,Private room,1500,1,8,0.13,2,0,Short-Term,not_popular
4194,C,Thon buri,13.71693,100.4833,Private room,161516,500,3,0.05,1,0,Long-Term,not_popular
4195,Beautiful vacation home. Town Avenue Sansiri,Bang Kapi,13.75177,100.66305,Entire home/apt,14164,2,0,0.0,1,0,Short-Term,not_popular
4196,SKY-FLOOR 1 BR /30th Floor/ WIFI/ POOL&GYM /MALL,Huai Khwang,13.75571,100.57432,Entire home/apt,970,1,47,0.76,3,7,Short-Term,not_popular
4197,COMFY 1 BEDROOM /WIFI /METRO /POOL&GYM /MALL,Huai Khwang,13.75517,100.57393,Entire home/apt,970,1,37,0.59,3,4,Short-Term,not_popular
4198,"2.SALADAENG 1 ALLEY, BTS/MRT Silom-Siam  WiFi",Bang Rak,13.72566,100.5389,Entire home/apt,4086,1,152,2.43,34,38,Short-Term,popular
4199,King Bed 2min to BTS with SkyBar/Pool/Gym/Jacuzzi,Khlong Toei,13.7113,100.59679,Entire home/apt,1697,21,50,0.81,1,1,Short-Term,not_popular
4200,"En-suite 4-Bed Female Dorm, 2 mins walk to subway",Din Daeng,13.75642,100.56426,Shared room,429,1,24,0.44,4,9,Short-Term,not_popular
4201,"6-Bed Mixed Dorm, 2 mins walk to MRT subway.",Din Daeng,13.75679,100.56442,Shared room,429,1,23,0.42,4,1,Short-Term,not_popular
4202,Luxury Sky swimming pool in central,Khlong Toei,13.72217,100.56596,Entire home/apt,1714,28,36,0.66,22,1,Long-Term,not_popular
4203,LANTERN x SHOPHAUS entire 3rd fl. SOI SUKHUMVIT 31,Vadhana,13.73494,100.56638,Entire home/apt,2700,2,9,0.15,2,4,Short-Term,not_popular
4204,"4 Bed Female Dormitory at Good'uck Hostel, Silom",Bang Rak,13.72481,100.5215,Shared room,400,1,1,0.02,5,0,Short-Term,not_popular
4205,"4 Bed mixed dormitory at Good’uck Hostel, Silom",Bang Rak,13.72444,100.52364,Shared room,400,1,2,0.03,5,0,Short-Term,not_popular
4206,2 BR(5 Pax) near MRT/WIFI/Pool/Gym+Airport pick up,Chatu Chak,13.80452,100.57615,Entire home/apt,2043,90,50,0.8,5,0,Long-Term,not_popular
4207,"Private Room 6-Bed with Bathroom, close to subway.",Din Daeng,13.7567,100.56435,Private room,2200,1,2,0.04,4,0,Short-Term,not_popular
4208,"MyView Apt. 229 Sukhumvit4,Samahan Alley,BTS Nana",Khlong Toei,13.73473,100.5551,Private room,2000,2,2,0.04,5,0,Short-Term,not_popular
4209,Best Tourist Location in Bangkok  64 Sqm. ****,Khlong Toei,13.73417,100.55567,Entire home/apt,1650,2,4,0.07,5,0,Short-Term,not_popular
4210,2 Pool View Bedrooms for Families and Friends :),Phasi Charoen,13.71003,100.45065,Entire home/apt,2000,1,0,0.0,1,0,Short-Term,not_popular
4211,Best Tourist Location - Bangkok 1 Bedroom 94 sqm.,Khlong Toei,13.73467,100.55551,Hotel room,1850,2,24,0.44,5,1,Short-Term,not_popular
4212,✨Spacious 1BR near Siam/ChinaTown-10min walk MRT๕,Parthum Wan,13.7443,100.51688,Private room,1247,1,30,0.48,5,3,Short-Term,not_popular
4213,บ้านเช่ารายเดือน/หมู่บ้านสินทวีสวนธน3,Thung khru,13.60531,100.50642,Entire home/apt,9000,365,0,0.0,1,0,Long-Term,not_popular
4214,"cbd location, Kids friendly from EM to Siam",Khlong Toei,13.72473,100.56704,Entire home/apt,1800,1,15,0.27,22,4,Short-Term,not_popular
4215,CBD Home office /sky swimming pool-monthly flat,Khlong Toei,13.72454,100.56682,Hotel room,2500,28,49,0.81,22,2,Long-Term,not_popular
4216,Huge 2 bedrooms (Wooden Floor) in Thong Lo 中文服务,Vadhana,13.73415,100.58128,Entire home/apt,3199,5,19,0.31,6,2,Short-Term,not_popular
4217,Happy condo Ladprao 101 (by Saranpart),Bang Kapi,13.78963,100.62782,Entire home/apt,700,60,0,0.0,1,0,Long-Term,not_popular
4218,"Superb one bed room in CBD, Brand new furniture",Khlong Toei,13.71015,100.59278,Private room,5000,3,2,0.03,1,0,Short-Term,not_popular
4219,Fully furnished near sky train,Vadhana,13.73609,100.56478,Private room,2650,1,0,0.0,1,0,Short-Term,not_popular
4220,"Apartment with great city view 5 Min.2 BTS, Mall.",Thon buri,13.71693,100.4817,Entire home/apt,660,14,12,0.21,2,3,Short-Term,not_popular
4221,Unique 270°Pano CBD view@Silom Sathon a min to BTS,Bang Rak,13.72245,100.52761,Entire home/apt,1650,15,118,1.94,1,3,Short-Term,popular
4222,"Walk to Bite&BTSBangna,Fitness&Pool FreeTM30 #A3",Bang Na,13.66457,100.60465,Entire home/apt,1250,28,24,0.39,4,2,Long-Term,not_popular
4223,PAMAhouse : Room for Family or Friends 4 persons,Khlong San,13.71128,100.49875,Private room,1500,1,1,0.02,9,0,Short-Term,not_popular
4224,"TC Green CONDO 1 BR, 23th fl., Near MTR/RCA",Huai Khwang,13.75639,100.57256,Entire home/apt,1000,30,0,0.0,2,0,Long-Term,not_popular
4225,DD Rooms & Cafe (Twin Room),Bangkok Noi,13.74908,100.46939,Private room,900,1,1,0.02,6,0,Short-Term,not_popular
4226,Double D Rooms & Cafe (Family Room),Bangkok Noi,13.749,100.47076,Private room,1500,1,0,0.0,6,0,Short-Term,not_popular
4227,"T1#FreeTM30,WalktoBangna BTS, Skydeck,Fitness,Pool",Bang Na,13.66677,100.60543,Entire home/apt,1250,7,12,0.19,1,2,Short-Term,not_popular
4228,Architect's House near Chatuchak Market,Chatu Chak,13.80243,100.55984,Entire home/apt,4000,1,140,2.29,1,0,Short-Term,popular
4229,"Just renovated!MRT TCC,big swimming pool",Din Daeng,13.76975,100.57141,Private room,707,2,3,0.05,1,1,Short-Term,not_popular
4230,4pax★nest at Rama3★BRT Wat Dan★15mins to Asiatique,Yan na wa,13.67276,100.54216,Entire home/apt,1350,3,21,0.35,1,4,Short-Term,not_popular
4231,The parkland condominium,Bang Na,13.65423,100.64698,Private room,1500,30,0,0.0,1,0,Long-Term,not_popular
4232,ที่พักสะอาด ใกล้แหล่งบันเทิง ห้องนอนวิวสระว่ายน้ำ,Pra Wet,13.69773,100.65164,Private room,990,1,1,0.02,1,0,Short-Term,not_popular
4233,Yu Sabay (cheapest room for rent),Bang Sue,13.82279,100.5358,Private room,1350,1,0,0.0,1,0,Short-Term,not_popular
4234,"ISSARA, BEST BED&BREAKFAST IN OLD TOWN",Phra Nakhon,13.74763,100.49751,Hotel room,350,1,8,0.13,24,1,Short-Term,not_popular
4235,Fully furnished opposite Central Ladprao,Chatu Chak,13.81552,100.55988,Private room,1999,120,0,0.0,3,0,Long-Term,not_popular
4236,Bangkok Horizon(close to BTS Bangwa/Seacon Bangkae,Bang Khae,13.69589,100.39702,Private room,500,1,0,0.0,1,0,Short-Term,not_popular
4237,Cozy 2BR/WIFI/POOL/BTSThonglor-Hippest District.,Vadhana,13.74012,100.58543,Entire home/apt,1773,4,36,0.59,1,0,Short-Term,not_popular
4238,Studio Room 10 mins to Don Mueang Airport (DMK),Lak Si,13.86942,100.57981,Private room,750,1,175,2.81,9,11,Short-Term,popular
4239,Thea Serviced Apartment,Vadhana,13.72995,100.59105,Private room,5500,4,0,0.0,1,0,Short-Term,not_popular
4240,Udee Bangkok Hostel (Double en-suite),Phaya Thai,13.79289,100.54549,Private room,890,1,2,0.03,1,0,Short-Term,not_popular
4241,Family 8 beds room (2nd),Pom Prap Sattru Phai,13.7533,100.50617,Private room,3200,1,3,0.05,9,0,Short-Term,not_popular
4242,CBD Sathorn Four Season TownHouse--Entire house,Bang Rak,13.7247,100.53267,Entire home/apt,12000,1,78,1.34,29,0,Short-Term,not_popular
4243,Baan Mek Mok @Soi Sukhumvit 64,Phra Khanong,13.68978,100.60393,Private room,650,1,6,0.1,13,0,Short-Term,not_popular
4244,4 Person in Family Room with Shared Bathroom,Bangkok Noi,13.76958,100.48335,Shared room,1300,1,0,0.0,6,0,Short-Term,not_popular
4245,"@ Sukhumvit64 #BTS,30 Mins from BKK Airport",Phra Khanong,13.68978,100.60393,Private room,644,1,9,0.15,13,0,Short-Term,not_popular
4246,"20% off Long Stay, Balcony, Quiet-Comfy WFH for 2",Din Daeng,13.77627,100.5594,Private room,610,1,129,2.12,3,3,Short-Term,popular
4247,"BITEc studio, 5 mins to BTS Udomsuk",Bang Na,13.67881,100.6141,Entire home/apt,500,7,8,0.13,18,1,Short-Term,not_popular
4248,"Spacious w stunting views,entire  place,high floor",Din Daeng,13.75993,100.56204,Entire home/apt,899,60,0,0.0,1,0,Long-Term,not_popular
4249,Fully Cozy Room,Lat Krabang,13.72088,100.72019,Private room,1500,3,1,0.02,1,0,Short-Term,not_popular
4250,Cozy room near BTS,Bang Na,13.65703,100.60898,Private room,699,1,1,0.02,1,0,Short-Term,not_popular
4251,"1br@BTS PhromPhong,Skytop pool/Gym@50F,NetFlix",Khlong Toei,13.72089,100.56862,Entire home/apt,1608,21,74,1.23,19,0,Short-Term,not_popular
4252,Luxury condo 200m. to MRT with Pool and GYM,Huai Khwang,13.76138,100.56781,Entire home/apt,1786,28,76,1.26,2,1,Long-Term,not_popular
4253,❤ Cozy Studio Across From Asiatique Night Market.❤,Bang Kho laen,13.70378,100.50618,Entire home/apt,910,2,106,1.75,7,19,Short-Term,popular
4254,Cozy room Only 150 m.to BTS Bangna~ Near Malls,Bang Na,13.67391,100.60778,Private room,936,3,11,0.3,1,7,Short-Term,not_popular
4255,Minimal Room for 4-8pax at BTS Wongwianyai,Khlong San,13.7232,100.49555,Private room,1600,1,2,0.03,3,0,Short-Term,not_popular
4256,BACKPACKER Budget Apartment 1,Din Daeng,13.7939488,100.5710429,Private room,561,1,153,2.5,10,11,Short-Term,popular
4257,Exclusive Pool Villa in Prime Thonglor,Vadhana,13.72862,100.57695,Entire home/apt,15000,2,0,0.0,5,0,Short-Term,not_popular
4258,1 minute walking to MRT RAMA9,Huai Khwang,13.75653,100.56621,Private room,2100,1,0,0.0,1,0,Short-Term,not_popular
4259,"Japanese Loft, 5 Mins to BTS Skytrain",Phra Khanong,13.69968,100.60775,Private room,880,1,12,0.2,25,0,Short-Term,not_popular
4260,"Affordable, but comfortable",Vadhana,13.73701,100.58652,Shared room,350,1,0,0.0,1,0,Short-Term,not_popular
4261,Bangkok comfortable residence(Close to MRT  2 min),Chatu Chak,13.80638,100.57269,Entire home/apt,1098,20,14,0.23,2,0,Short-Term,not_popular
4262,Cozy 1 BR / 2 minutes from BTS Chongnonsri station,Bang Rak,13.72483,100.52936,Entire home/apt,1400,30,5,0.09,1,2,Long-Term,not_popular
4263,LPN Rama4 / Kluaynamthai,Khlong Toei,13.71206,100.58335,Entire home/apt,1000,3,9,0.16,2,0,Short-Term,not_popular
4264,"Vacation Bangkok, The Artistic Home : 4BR, 13PAX",Khlong San,13.72695,100.50791,Private room,10000,2,0,0.0,2,0,Short-Term,not_popular
4265,Sukhumvit59Heritage 1Bedroom condo,Vadhana,13.72399,100.58087,Entire home/apt,1700,7,2,0.04,2,0,Short-Term,not_popular
4266,"Ratana hostel 1 room
for 4-6 person share bathroom",Pom Prap Sattru Phai,13.75673,100.50712,Shared room,1300,1,3,0.05,1,0,Short-Term,not_popular
4267,SB Place @Nak Niwat 16,Lat Phrao,13.80644,100.60905,Private room,550,1,0,0.0,1,0,Short-Term,not_popular
4268,The Terrace Service Apartment,Bang Kapi,13.76392,100.65214,Private room,950,1,1,0.02,1,0,Short-Term,not_popular
4269,Forty Seven  View by pattiya,Bang Rak,13.72181,100.51624,Private room,2100,3,1,0.02,1,0,Short-Term,not_popular
4270,"Great location,Nice view,Brand new,near skytrain",Vadhana,13.72717,100.59672,Private room,1490,2,0,0.0,1,0,Short-Term,not_popular
4271,"Baan Vaneeda, antique house w/secluded garden 104",Phra Nakhon,13.75789,100.50445,Private room,1500,1,54,0.89,4,19,Short-Term,not_popular
4272,"My parents place , Chao Phraya River",Bang Phlat,13.76509,100.49018,Private room,3900,5,7,0.12,4,0,Short-Term,not_popular
4273,506 Love You to the Moon and Back.,Huai Khwang,13.782069206237791,100.5791015625,Private room,479,2,10,0.16,8,6,Short-Term,not_popular
4274,Stylish private room next to BTS Thonglor,Vadhana,13.725,100.57838,Private room,900,1,8,0.13,2,1,Short-Term,not_popular
4275,Superior Room : Chinese Settlers (Room 1),Phra Nakhon,13.75172,100.49712,Hotel room,7000,28,1,0.02,3,0,Long-Term,not_popular
4276,Best Price/Sukhumvit/BTS Phrom Phong 5min/balcony,Khlong Toei,13.72899,100.5719,Private room,571,1,38,0.63,3,8,Short-Term,not_popular
4277,Private room for 2 persons at Nana station,Vadhana,13.74195,100.55532,Private room,1400,1,11,0.18,4,2,Short-Term,not_popular
4278,GREAT VIEWS! Luxury Penthouse 2BR Sathon near BTS,Sathon,13.71932,100.53856,Entire home/apt,2500,7,54,0.87,1,8,Short-Term,not_popular
4279,Lumpini Ville On Nuch-Pattanakarn อ่อนนุช-พัฒนาการ,Pra Wet,13.71667,100.65315,Entire home/apt,10000,28,9,0.15,3,0,Long-Term,not_popular
4280,Standard Room : Tea Room (Room 3),Phra Nakhon,13.75164,100.49709,Hotel room,4400,28,0,0.0,3,0,Long-Term,not_popular
4281,Superior Room : Colonial (Room 2),Phra Nakhon,13.75164,100.49709,Hotel room,7000,28,3,0.06,3,0,Long-Term,not_popular
4282,302 - The Jatu Standard @Maneeya Park,Bang Na,13.68296,100.61304,Hotel room,2200,3,1,0.02,7,0,Short-Term,not_popular
4283,301 - The Dusit Executive Suite @Maneeya Park,Bang Na,13.68171,100.61453,Hotel room,2500,3,2,0.04,7,0,Short-Term,not_popular
4284,Stylish private room. Step to BTS Thonglor,Vadhana,13.72495,100.58019,Private room,800,1,6,0.1,1,2,Short-Term,not_popular
4285,Savi Rooms Premium (1) Near Bkk & Piyavet hospital,Huai Khwang,13.74766,100.57819,Entire home/apt,1299,30,9,0.15,8,0,Long-Term,not_popular
4286,Cozy room 50 steps to River View,Khlong San,13.7214,100.50982,Private room,1200,1,2,0.04,1,0,Short-Term,not_popular
4287,I’m Home Where Happiness is.,Rat Burana,13.68183,100.49652,Private room,550,1,1,0.02,1,0,Short-Term,not_popular
4288,"Take Time Out on the Serene, Leafy Balcony in the City",Bang Na,13.68323,100.61291,Private room,2500,3,4,0.07,7,2,Short-Term,not_popular
4289,202 - The Jatu Standard @Maneeya Park,Bang Na,13.68294,100.61504,Hotel room,2200,3,2,0.04,7,0,Short-Term,not_popular
4290,Canalfront Tiny House | near BKK historic spots,Thon buri,13.73933,100.48966,Private room,1465,1,145,2.49,1,22,Short-Term,popular
4291,Savi Rooms Deluxe Studio 1 nr Bkk/Piyavet hospital,Huai Khwang,13.75116,100.57929,Entire home/apt,1299,30,4,0.07,8,0,Long-Term,not_popular
4292,Stylish/Cozy Brand New 1BR 100m to MRT Lat phrao,Chatu Chak,13.80721,100.57319,Entire home/apt,1129,7,28,0.46,1,2,Short-Term,not_popular
4293,Great Location close to down town near river,Yan na wa,13.67746,100.54527,Private room,1900,1,0,0.0,1,0,Short-Term,not_popular
4294,The most Prime/Posh& Safe area in Bkk! Cheap+wifi,Parthum Wan,13.73779,100.55023,Entire home/apt,1380,5,11,0.18,2,0,Short-Term,not_popular
4295,Savi Rooms-Super deluxe(3) nr BKK/Piyavet hospital,Huai Khwang,13.74996,100.57766,Private room,751,30,1,0.03,8,0,Long-Term,not_popular
4296,Private&Cozy apartment#9 Silom 3 BTS Saladaeng,Bang Rak,13.72516,100.53039,Hotel room,1089,1,3,0.06,89,0,Short-Term,not_popular
4297,pool access,Suanluang,13.71189,100.63212,Entire home/apt,1108,3,11,0.2,1,0,Short-Term,not_popular
4298,Private&Cozy apartment#10 Silom 3 BTS Saladaeng,Bang Rak,13.72559,100.52989,Hotel room,1089,1,6,0.1,89,2,Short-Term,not_popular
4299,The Gallery House near BKK Airport & Airport Link,Bang Kapi,13.75757,100.65214,Entire home/apt,2500,3,9,0.15,11,0,Short-Term,not_popular
4300,"Aumdaeng-Jiem Massuk, Mali Room, 2nd floor",Phra Nakhon,13.75898,100.50068,Private room,800,1,0,0.0,2,0,Short-Term,not_popular
4301,500 m. from Sky train,Phra Khanong,13.70116,100.60021,Private room,2000,1,0,0.0,1,0,Short-Term,not_popular
4302,Metro Park Sathorn Condo,Phasi Charoen,13.7091,100.45031,Entire home/apt,1000,5,11,0.19,1,0,Short-Term,not_popular
4303,Modern 1 bedroom in Thong lor,Huai Khwang,13.74609,100.58194,Entire home/apt,2597,28,3,0.05,2,0,Long-Term,not_popular
4304,Cozy home at Nak Niwat 37,Lat Phrao,13.80731,100.60403,Entire home/apt,5000,1,0,0.0,1,0,Short-Term,not_popular
4305,Summer Buffalo Loft @JJ Market&BTS SaphanKwai+Wifi,Phaya Thai,13.79511,100.5487,Private room,615,2,101,1.7,1,0,Short-Term,popular
4306,Just 7 mins from Subway in new CBD area ☆!!,Huai Khwang,13.7848,100.57457,Private room,666,30,2,0.03,1,0,Long-Term,not_popular
4307,Dcondo Campus Resort Charansanitwong13,Phasi Charoen,13.73963,100.44679,Private room,950,1,0,0.0,1,0,Short-Term,not_popular
4308,Metro Park (Sathorn) By Guntariya,Phasi Charoen,13.70959,100.45244,Private room,1255,1,0,0.0,1,0,Short-Term,not_popular
4309,"Business Apartment, fitness, Pool/MRT",Din Daeng,13.77558,100.5727,Private room,700,90,10,0.17,1,0,Long-Term,not_popular
4310,ASSEMBLY HOSTEL (Double Room No.2),Bang Kho laen,13.70689,100.51022,Private room,814,1,70,1.18,3,0,Short-Term,not_popular
4311,Moniiq,Phra Khanong,13.68972,100.59089,Private room,600,30,0,0.0,1,0,Long-Term,not_popular
4312,Best Price/Sukhumvit/BTS Phrom Phong 5min/balcony,Vadhana,13.72976,100.57182,Private room,559,1,69,1.15,3,16,Short-Term,not_popular
4313,2 Bedroom Suite,Vadhana,13.7467,100.55552,Entire home/apt,5899,1,0,0.0,2,0,Short-Term,not_popular
4314,1 BR Service Apartment (5 mins to Emquartier/BTS),Khlong Toei,13.72652,100.57317,Entire home/apt,1600,2,97,1.63,10,10,Short-Term,not_popular
4315,"Peaceful apt - Exciting neighborhood, Near BTS Ari",Phaya Thai,13.78277,100.54168,Entire home/apt,1163,14,55,0.92,5,3,Short-Term,not_popular
4316,3 Bedroom Suite,Vadhana,13.74439,100.55758,Entire home/apt,8899,1,3,0.06,2,1,Short-Term,not_popular
4317,HAP@Sathorn 1BR Central near mrt Lumpini3,Sathon,13.72033,100.54819,Private room,900,1,101,1.69,4,18,Short-Term,popular
4318,Beautiful 2 BR at good location. Near MRT & Mall,Huai Khwang,13.75488,100.56652,Entire home/apt,20000,2,31,0.51,1,0,Short-Term,not_popular
4319,家缘,Huai Khwang,13.77398,100.57807,Private room,1400,1,1,0.02,1,0,Short-Term,not_popular
4320,Minimalist Studio in City Center Condo with Pool,Yan na wa,13.7061,100.53639,Entire home/apt,1950,4,63,1.03,5,13,Short-Term,not_popular
4321,Regent22,Phra Khanong,13.70387,100.60537,Private room,800,20,0,0.0,1,0,Short-Term,not_popular
4322,"Designer HUGE 2 BR Duplex, Steps to BTS,EMQUARTIER",Khlong Toei,13.72483,100.56606,Entire home/apt,9857,5,19,0.32,1,3,Short-Term,not_popular
4323,Better Moon : Dad's room - 5mins to BTS,Vadhana,13.70824,100.60072,Entire home/apt,1529,1,20,0.35,10,2,Short-Term,not_popular
4324,"Girls room in old Chinatown ""TALAT PHLU"" Thonburi",Thon buri,13.72046,100.47694,Private room,1600,1,0,0.0,2,0,Short-Term,not_popular
4325,"Family room in old Chinatown ""TALAT PHLU"" Thonburi",Thon buri,13.7204,100.47681,Private room,2000,1,3,0.05,2,0,Short-Term,not_popular
4326,Breezy Condo Next To St Food&Night Life: IV,Vadhana,13.74681,100.55698,Entire home/apt,1200,30,125,2.09,36,37,Long-Term,popular
4327,Better Moon : Mamii's Room - private bathroom,Vadhana,13.70861,100.60168,Entire home/apt,1529,1,47,0.82,10,1,Short-Term,not_popular
4328,Better Moon : Pin's Room - Free WIFI,Vadhana,13.70748,100.60169,Entire home/apt,1529,1,102,1.72,10,24,Short-Term,popular
4329,"5 STAR LUXURY COMFORT, STUNNING POOL, COOLEST AREA",Vadhana,13.73302,100.57217,Entire home/apt,2419,18,21,0.36,1,5,Short-Term,not_popular
4330,Good location&Fully furnished.,Bang Kapi,13.75495,100.61161,Private room,1700,1,0,0.0,1,0,Short-Term,not_popular
4331,Near Sripatum University,Chatu Chak,13.84869,100.58479,Private room,2650,1,0,0.0,1,0,Short-Term,not_popular
4332,Safe room&Close to BTS Bangna.,Bang Na,13.66634,100.60303,Private room,1350,1,0,0.0,1,0,Short-Term,not_popular
4333,Sukhumvit 103  Relaxing with smile/200m. to bts,Bang Na,13.67684,100.60948,Entire home/apt,630,28,21,0.35,1,4,Long-Term,not_popular
4334,Fully furnished/Comfortable room,Phaya Thai,13.78958,100.54183,Private room,2200,1,0,0.0,1,0,Short-Term,not_popular
4335,A simple room near bus to the city and Don Mueang,Bang Khen,13.86213,100.61356,Private room,790,2,3,0.09,1,2,Short-Term,not_popular
4336,2mins from Soi Thonglor near Bangkok hospital^^,Huai Khwang,13.74454,100.58654,Private room,550,7,1,0.02,1,0,Short-Term,not_popular
4337,Nordic Home by the Park + Free Transfer,Chatu Chak,13.8062,100.55621,Entire home/apt,950,30,22,0.37,4,5,Long-Term,not_popular
4338,Stunning penthouse,Khlong Toei,13.73017,100.56165,Entire home/apt,10000,30,2,0.03,1,1,Long-Term,not_popular
4339,Better Moon : Par's room - 10mins to downtown,Vadhana,13.70824,100.60072,Entire home/apt,1529,1,56,0.96,10,8,Short-Term,not_popular
4340,Better Moon : Pear's Room-BTS Onnut/ free wifi,Vadhana,13.70936,100.60104,Entire home/apt,1529,1,90,1.52,10,15,Short-Term,not_popular
4341,Better Moon : Brother’s Room- BTS Onnut/streetfood,Vadhana,13.70861,100.60165,Entire home/apt,1529,1,34,0.58,10,3,Short-Term,not_popular
4342,2-bedroom near Chatuchak/JJ market,Chatu Chak,13.81171,100.56555,Entire home/apt,2000,1,0,0.0,2,0,Short-Term,not_popular
4343,Sukhumvit 1-bedroom,Vadhana,13.74313,100.56121,Entire home/apt,2000,1,0,0.0,2,0,Short-Term,not_popular
4344,2 BR❤Near BTS Thong lo❤Downtown❤Emporium,Vadhana,13.73114,100.57676,Entire home/apt,4340,1,43,0.72,16,8,Short-Term,not_popular
4345,"Good price & view, just 20 Mins to Chatuchak 294",Huai Khwang,13.77073,100.58897,Entire home/apt,957,30,2,0.03,2,0,Long-Term,not_popular
4346,Good for backpackers and tourists,Bang Kapi,13.75823,100.63824,Shared room,320,10,0,0.0,1,0,Short-Term,not_popular
4347,"Garden View, Nice room + balcony 293",Huai Khwang,13.77073,100.58899,Entire home/apt,869,1,11,0.18,2,0,Short-Term,not_popular
4348,Central Bangna-Modern 1-BR (Central Bangna view),Bang Na,13.67296,100.63661,Private room,1100,180,1,0.02,3,0,Long-Term,not_popular
4349,"Long term rental available, Pm for more info .",Khlong Toei,13.71218,100.59359,Entire home/apt,794,90,32,0.53,1,0,Long-Term,not_popular
4350,City Center - Modern & Light Room with Balcony,Phra Khanong,13.68986,100.60362,Private room,688,1,2,0.04,13,0,Short-Term,not_popular
4351,"1Br,Calm,Greenary,near Subway/D4",Huai Khwang,13.76921,100.58103,Private room,2019,1,3,0.05,25,0,Short-Term,not_popular
4352,Condo jatujak opposite Jatujak weekend market,Chatu Chak,13.79671,100.55278,Entire home/apt,703,5,33,0.55,1,0,Short-Term,not_popular
4353,Comfy & Cozy 1BR D25 Thonglor,Vadhana,13.74006,100.58216,Private room,1500,5,1,0.02,1,0,Short-Term,not_popular
4354,"Trapezo Sukhumvit 16 - Minimum 1 Month -28,000 THB",Khlong Toei,13.72529,100.56315,Entire home/apt,28000,31,0,0.0,1,0,Long-Term,not_popular
4355,80 sqm serviced apt@Silom: 5 min walk to BTS & MRT,Bang Rak,13.7265,100.53752,Hotel room,2500,1,19,0.32,8,1,Short-Term,not_popular
4356,"Serviced Studio, 5min to BTS,  MRT@Silom 'n Park",Bang Rak,13.72778,100.53709,Entire home/apt,2000,1,4,0.07,8,0,Short-Term,not_popular
4357,Ban Chom Dao,Suanluang,13.71232,100.61387,Private room,8000,1,0,0.0,1,0,Short-Term,not_popular
4358,THE ROYAL MASTERPIECE LUXURY:3BR /WIFI/POOL/MRT,Huai Khwang,13.75918,100.56972,Entire home/apt,7100,1,103,1.72,19,12,Short-Term,popular
4359,Guest house in subway bangsue near mochit station,Bang Sue,13.81398,100.54095,Private room,450,5,0,0.0,5,0,Short-Term,not_popular
4360,Next to subway station and near by night market,Huai Khwang,13.76402,100.56931,Entire home/apt,1200,7,9,0.15,1,3,Short-Term,not_popular
4361,"Cozy room in  Asoke, 1 min to MRT Petchaburi",Ratchathewi,13.74829,100.56217,Private room,800,180,0,0.0,1,0,Long-Term,not_popular
4362,Room size 34sqm. Near BTS Thonglor,Vadhana,13.73233,100.5771,Private room,2100,1,0,0.0,1,0,Short-Term,not_popular
4363,Spacious  room in Rangnam area,Ratchathewi,13.75982,100.54327,Entire home/apt,1000,30,0,0.0,1,0,Long-Term,not_popular
4364,Casa Condo BTS Taladpru,Thon buri,13.71343,100.4775,Private room,10500,1,0,0.0,1,0,Short-Term,not_popular
4365,Apartment with balcony @ Sukhumvit 64,Phra Khanong,13.68978,100.60393,Private room,690,1,3,0.05,13,0,Short-Term,not_popular
4366,"2BR Free WiFi&Netflix,54 Sq.m 2 mins to BTS ON-NUT",Phra Khanong,13.70318,100.59925,Entire home/apt,939,30,38,0.63,1,3,Long-Term,not_popular
4367,High end luxury apartment with two sky pools 全新豪宅,Sathon,13.71859,100.52124,Entire home/apt,3341,5,31,0.85,1,24,Short-Term,not_popular
4368,"Cool & Comfy 5 min. to BTS ,Private Wifi in room.",Thon buri,13.71711,100.4814,Entire home/apt,650,14,5,0.08,5,1,Short-Term,not_popular
4369,คอนโดนาวีเพลส,Pra Wet,13.6983,100.68095,Private room,650,1,0,0.0,1,0,Short-Term,not_popular
4370,"Town home
2 km from Don Mueang Airport",Don Mueang,13.91692,100.57831,Shared room,623,1,0,0.0,1,0,Short-Term,not_popular
4371,Cozy 1BR in Downtown Bangkok High Speed Internet,Vadhana,13.73664,100.56834,Entire home/apt,1914,3,7,0.12,3,4,Short-Term,not_popular
4372,Designerhouse365-4BR-POOL-BKK-BTS-ICONSIAM,Khlong San,13.71869,100.50219,Entire home/apt,6000,1,31,0.52,2,6,Short-Term,not_popular
4373,rm 1 : cozy & comfy,Bang Phlat,13.79163,100.49038,Private room,600700,1,9,0.17,5,0,Short-Term,not_popular
4374,COZY 2 BR WITH RIVER VIEW OPPOSITE ASIATIQUE SHOPS,Bang Kho laen,13.70553,100.5047,Entire home/apt,4000,2,6,0.1,3,1,Short-Term,not_popular
4375,Lady M Hostel Suvarnabhumi Airport,Lat Krabang,13.72204,100.72384,Shared room,400,1,11,0.22,2,0,Short-Term,not_popular
4376,China Guest Inn,Bang Rak,13.72485,100.52464,Private room,899,1,0,0.0,1,0,Short-Term,not_popular
