,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
196,1BR Condo-BRT to BTS Chong Nonsi,Yan na wa,13.67907,100.52887,Entire home/apt,935,28,26,0.26,5,0,Long-Term,not_popular
197,"2BR-Airy,Cosy in Thai Neighbourhood",Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,1.54,1,5,Short-Term,not_popular
198,"2 BR - Near BTS, Wifi",Khlong San,13.72162,100.5075,Entire home/apt,2251,7,91,0.77,5,2,Short-Term,not_popular
199,Unit in relaxing garden setting near new skytrain,Bang Sue,13.82955,100.52119,Entire home/apt,1000,3,0,0.0,7,0,Short-Term,not_popular
200,Entire Studio center of Bangkok,Bang Rak,13.72479,100.53039,Private room,728,21,11,0.1,2,4,Short-Term,not_popular
201,1Br LUXE/BTS Phrakanong/CBD/WiFi,Khlong Toei,13.71166,100.59326,Entire home/apt,1143,360,31,0.29,8,0,Long-Term,not_popular
202,Stylish 1 bed 3 min walk from BTS,Khlong Toei,13.7142,100.59233,Entire home/apt,866,120,0,0.0,2,0,Long-Term,not_popular
203,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,1.2,5,3,Short-Term,not_popular
204,New 1BR in Sathorn near Skytrain!,Bang Rak,13.72386,100.52563,Private room,800,180,0,0.0,2,0,Long-Term,not_popular
205,Cozy Apt @ Ratchayothin BTS Great Facility,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,0.08,2,0,Short-Term,not_popular
206,Spare room in a gated compound,Bang Na,13.65979,100.60643,Private room,700,1,4,0.04,1,0,Short-Term,not_popular
207,❂City center☾Train station☽Private Bathroom8Aircon,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,1.78,37,0,Short-Term,popular
208,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,1.45,37,7,Short-Term,not_popular
209,2-room apartment@heart of BKK,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,0.81,1,8,Short-Term,not_popular
210,Cozy Studio Sleep3 at Phattanakan 26,Suanluang,13.73693,100.61644,Private room,1004,2,0,0.0,4,0,Short-Term,not_popular
211,1 BR on Srinakrin Rd. Parkland,Bang Na,13.65441,100.64548,Private room,797,1,0,0.0,1,0,Short-Term,not_popular
212,River view near ICON SIAM 74sqm. Free pick up,Khlong San,13.71847,100.50914,Entire home/apt,3067,45,2,0.02,5,0,Long-Term,not_popular
213,Close to river and near city. Free pick up,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,0.7,5,0,Short-Term,not_popular
214,Cozy 7th,Chatu Chak,13.79616,100.56478,Private room,1636,2,0,0.0,1,0,Short-Term,not_popular
215,Comfortable studio room on Ratchada,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,0.32,1,3,Long-Term,not_popular
216,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,0.96,53,13,Short-Term,not_popular
217,"BTS Phyathai/Airport Link, top floor views!",Ratchathewi,13.75409,100.53552,Entire home/apt,3587,7,0,0.0,1,0,Short-Term,not_popular
218,1BR Cosy & Perfect Location @Asoke BTS/MRT,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,1.22,1,0,Short-Term,not_popular
219,"Cozy Studio by BTS: Wifi, Pool #1",Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,0.25,6,1,Long-Term,not_popular
220,Newly Renovated 3BR Suite 146sqm BTS Thonglo,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,2.11,2,0,Short-Term,popular
221,Quiet&Cozy Place on Thong Lor Street,Vadhana,13.73862,100.585,Private room,1049,3,1,0.01,1,0,Short-Term,not_popular
222,One bedroom suite with kitchen@ center of Bangkok,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,0.37,1,1,Short-Term,not_popular
223,LumpiniVille Prachachuen-Phongphet2,Vadhana,13.7214,100.58484,Private room,1758,1,0,0.0,1,0,Short-Term,not_popular
224,quiet relaxing country life in BKK,Saphan Sung,13.76276,100.69127,Entire home/apt,1000,1,0,0.0,1,0,Short-Term,not_popular
225,1Br 5mins walk to Airport Link Hua Mak sky train,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,0.14,4,0,Long-Term,not_popular
226,3BR 300 SqM Apt near BTS PhromPhong,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,0.0,1,0,Short-Term,not_popular
227,"Large 2 bedrooms apartment, Silom",Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,0.25,1,7,Short-Term,not_popular
228,"Downtown,just 100m. To Siam,MBK,BTS",Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,0.71,5,0,Short-Term,not_popular
229,iSanook Eco Studio 6,Bang Rak,13.7319,100.52255,Private room,1800,30,6,0.06,45,0,Long-Term,not_popular
230,iSanook Studio 32 sqm 5,Bang Rak,13.732,100.52294,Private room,2100,30,3,0.03,45,1,Long-Term,not_popular
231,iSanook Family Suite Deluxe 67 sqm 3,Bang Rak,13.7332,100.52094,Private room,3900,30,1,0.24,45,1,Long-Term,not_popular
232,City view Studio surrounding by street food,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,0.07,6,1,Short-Term,not_popular
233,Yoong Thong Double Standard Room,Min Buri,13.78318,100.74785,Private room,1620,30,0,0.0,2,0,Long-Term,not_popular
234,Rachapruk Twin Standard Room,Min Buri,13.78115,100.7482,Private room,1620,1,0,0.0,2,0,Short-Term,not_popular
235,Spacious 1 bed apartment close to BTS.,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,0.02,1,0,Long-Term,not_popular
236,"Comfortable serviced 1BR, BTS, POOL",Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,0.1,1,1,Short-Term,not_popular
237,New Model Studio 24,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,2,0.02,10,0,Short-Term,not_popular
238,New Model Studio 24 - Sukhumvit 77,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,9,0.09,10,0,Short-Term,not_popular
239,Suite Room 1 at MetroPoint,Bang Kapi,13.7703,100.63148,Private room,1905,1,0,0.0,3,0,Short-Term,not_popular
240,1-bedroom on Yen-Akart,Yan na wa,13.71165,100.54957,Entire home/apt,1500,60,1,0.02,1,0,Long-Term,not_popular
241,Central Bangkok Condominium,Huai Khwang,13.77302,100.57755,Private room,1212,1,0,0.0,1,0,Short-Term,not_popular
242,Cool and Comfortable MRT in the Shadows of Silom,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,1.36,37,3,Short-Term,not_popular
243,iSanook Family Suite Deluxe 67 sqm 2,Bang Rak,13.73155,100.52129,Private room,3700,30,6,0.07,45,0,Long-Term,not_popular
244,Songphra Suite Deluxe 45sqm - Women,Bang Rak,13.7334,100.52328,Private room,900,30,4,0.04,45,0,Long-Term,not_popular
245,iSanook Student Studio Sublevel 4,Bang Rak,13.73391,100.52297,Private room,1500,30,6,0.06,45,1,Long-Term,not_popular
246,iSanook Student Studio Sublevel 1,Bang Rak,13.73205,100.5234,Private room,1500,30,4,0.05,45,0,Long-Term,not_popular
247,Artsy 1Bedroom On The Top Floor BKK,Phaya Thai,13.78756,100.55304,Entire home/apt,3000,1,0,0.0,1,0,Short-Term,not_popular
248,Reservations are not accepted from March to April,Huai Khwang,13.79654,100.57543,Entire home/apt,2500,2,0,0.0,1,0,Short-Term,not_popular
249,"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,10,0.11,1,0,Short-Term,not_popular
250,Spacious 1BR with Spectacular View,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,1.98,3,18,Short-Term,popular
251,One bed room comfortable condo,Vadhana,13.70714,100.60281,Entire home/apt,2236,1,0,0.0,1,0,Short-Term,not_popular
252,45 sq.m. room w/Kitchen 1 step from BTS,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,12,0.11,1,0,Short-Term,not_popular
253,✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,1.12,37,1,Short-Term,not_popular
254,iSanook Studio 32 sqm 4,Bang Rak,13.73386,100.52322,Private room,2100,30,0,0.0,45,0,Long-Term,not_popular
255,iSanook Suite Deluxe 45 sqm 4,Bang Rak,13.73227,100.52112,Private room,2743,30,3,0.03,45,0,Long-Term,not_popular
256,iSanook Suite 34 sqm 5,Bang Rak,13.7319,100.52202,Private room,1900,30,10,0.1,45,1,Long-Term,not_popular
257,Prima Condo 1BR+Internet near Suvarnabhumi airport,Suanluang,13.7141,100.64207,Entire home/apt,1004,3,0,0.0,4,0,Short-Term,not_popular
258,Luxury Apartment type 06,Khlong Toei,13.73833,100.55635,Private room,1347,2,40,0.38,5,1,Short-Term,not_popular
259,"Bangkok,Room  near JJ market/BTS",Chatu Chak,13.81674,100.56603,Private room,1200,30,0,0.0,1,0,Long-Term,not_popular
260,8-bed Room/in Ratchada/Wifi,Din Daeng,13.78653,100.56912,Private room,2000,1,23,0.22,8,0,Short-Term,not_popular
261,Nantiruj  Apartment  94 Sqm.   *,Khlong Toei,13.73892,100.55673,Entire home/apt,1850,2,6,0.06,5,0,Short-Term,not_popular
262,"Bangkok near BTS Cosy Room Wifi, host take care",Vadhana,13.70992,100.59918,Shared room,712,2,1,0.02,1,0,Short-Term,not_popular
263,100 SQM Spacious 2BR - 450 m from RN03 station,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,1.96,13,29,Short-Term,popular
264,Homey Studio Apt in Upscale Area,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,0.37,1,1,Short-Term,not_popular
265,iSanook Suite Deluxe 45 sqm 5,Bang Rak,13.73217,100.52297,Private room,2743,30,1,0.01,45,0,Long-Term,not_popular
266,iSanook Suite Deluxe 45 sqm 3,Bang Rak,13.73352,100.52143,Private room,2686,30,2,0.02,45,0,Long-Term,not_popular
267,Bangna Condo quiet and big park,Bang Na,13.65487,100.64337,Private room,1732,15,1,0.01,1,0,Short-Term,not_popular
268,Private Double Room in Ratchada/Ensuit/WiFi,Din Daeng,13.7863,100.57026,Private room,943,1,5,0.05,8,2,Short-Term,not_popular
269,iSanook Studio 32 sqm 1,Bang Rak,13.73418,100.5226,Private room,1957,30,3,0.03,45,1,Long-Term,not_popular
270,Bangkok Homestay near Metro & BTS,Bang Sue,13.83165,100.52765,Private room,418,2,0,0.0,1,0,Short-Term,not_popular
271,"1BR River-View,High-Floor&Near BTS",Khlong San,13.72075,100.50354,Entire home/apt,2226,365,39,0.37,3,0,Long-Term,not_popular
272,Spacious two Bedroom Apartment,Suanluang,13.72376,100.61804,Entire home/apt,1974,10,6,0.06,10,0,Short-Term,not_popular
273,(W1) 2 Bedroom/MRT Samyan/Free WIFI/6ppl,Bang Rak,13.73232,100.52657,Entire home/apt,2701,1,239,2.12,8,0,Short-Term,popular
274,Modern apartment near airport,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,0.24,13,4,Short-Term,not_popular
275,บ้านใกล้สุวรรณภูมิ ตรงข้ามแอร์พอร์ตลิ้งบ้านทับช้าง,Saphan Sung,13.73667,100.69141,Entire home/apt,10355,1,0,0.0,1,0,Short-Term,not_popular
276,Newly renovated  apartment near the airport,Bang Na,13.66375,100.64965,Entire home/apt,950,30,41,0.39,13,2,Long-Term,not_popular
277,k79room near BTS Onnut,Vadhana,13.70811,100.60112,Shared room,400,1,4,0.04,1,0,Short-Term,not_popular
278,2 BR & 2 Bath & Fixed parking lot,Khan Na Yao,13.81891,100.66408,Entire home/apt,1300,360,37,0.37,2,1,Long-Term,not_popular
279,Luxury Serviced House City Centre - 250 sq meters.,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,1.82,1,4,Short-Term,popular
280,1Br/RiverView/High Fl/BTS/WiFi,Khlong San,13.72219,100.50517,Entire home/apt,2009,180,35,0.33,8,0,Long-Term,not_popular
281,Cozy city room by the river,Yan na wa,13.67892,100.5265,Entire home/apt,1800,3,0,0.0,1,0,Short-Term,not_popular
282,"Condo CBD Bangkok, 100m fr. skytrain (Ratchadamri)",Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,2,0.02,1,0,Short-Term,not_popular
283,cozy apartment&beautiful city view,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,0.36,1,3,Short-Term,not_popular
284,iSanook Suite Deluxe 45 sqm 2,Bang Rak,13.73167,100.52116,Private room,2650,30,4,0.04,45,0,Long-Term,not_popular
285,iSanook Suite 34 sqm 4,Bang Rak,13.7344,100.52201,Private room,1900,30,18,0.17,45,3,Long-Term,not_popular
286,Central Bangkok closed by Sathorn,Sathon,13.72053,100.53854,Entire home/apt,1177,180,87,0.77,1,0,Long-Term,not_popular
287,☞✭✮✯Old Spice Quiet Luxury in Heart of Bangkok✬✭✮✯,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,2.69,8,4,Short-Term,popular
288,Luxury 3 Bedrooms Suite @BTS Phrompong,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,46,0.43,53,0,Short-Term,not_popular
289,The Nest - Cozy Studio top floor,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,0.25,7,5,Short-Term,not_popular
290,็Home with club house,Pra Wet,13.72352,100.6536,Entire home/apt,10000,1,0,0.0,1,0,Short-Term,not_popular
291,iSanook Student Studio Sublevel 3,Bang Rak,13.73337,100.52274,Private room,1500,30,10,0.09,45,1,Long-Term,not_popular
292,Bed in 4-bed Mixed Dorm in Ratchada/WiFi,Din Daeng,13.78542,100.56921,Shared room,456,1,4,0.04,8,0,Short-Term,not_popular
293,The SkyHouse Duplex - Luxury Home,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,0.24,7,3,Short-Term,not_popular
294,Luxury 3 Bedrooms Suite @BTS Phrompong,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,0.24,53,2,Short-Term,not_popular
295,Bohemian Apartment (Pradipat-Ari),Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,1.5,1,0,Long-Term,not_popular
296,"CBD Silom/Sathorn, Great Value & Reliable, 1BR",Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,25,0.24,1,0,Short-Term,not_popular
297,1BR w/ River View & Infinity Pool,Khlong San,13.72185,100.50663,Entire home/apt,1039,84,25,0.24,2,0,Long-Term,not_popular
298,iSanook Student Studio Sublevel 5,Bang Rak,13.73208,100.52062,Private room,1500,30,7,0.07,45,0,Long-Term,not_popular
299,iSanook Studio 32 sqm 2,Bang Rak,13.73397,100.52272,Private room,2100,30,7,0.07,45,0,Long-Term,not_popular
300,iSanook Eco Studio 4,Bang Rak,13.73229,100.52286,Private room,1700,30,5,0.05,45,0,Long-Term,not_popular
301,"Home Away from Home, Sukhumvit-Asoke",Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,0.67,1,1,Short-Term,not_popular
302,iSanook Eco Studio 7,Bang Rak,13.73244,100.52204,Private room,1800,30,21,0.19,45,0,Long-Term,not_popular
303,BANGKOK HUB DORM public transport,Sathon,13.71711,100.51524,Shared room,490,2,27,0.25,7,0,Short-Term,not_popular
304,iSanook Suite Deluxe 45 sqm 1,Bang Rak,13.73232,100.52336,Private room,2700,30,8,0.07,45,0,Long-Term,not_popular
305,iSanook Studio 32 sqm 6,Bang Rak,13.73241,100.52168,Private room,2100,30,23,0.21,45,0,Long-Term,not_popular
306,iSanook Family Suite Deluxe 67 sqm 1,Bang Rak,13.73195,100.52318,Private room,3657,30,33,0.3,45,1,Long-Term,not_popular
307,Cool Studio 1 walk 5 min to BTS. S. Taksin,Sathon,13.71637,100.51592,Entire home/apt,888,100,228,2.03,41,0,Long-Term,popular
308,"Deluxe studio 45sqm,TheUpRama3,Kitchen,Kid’sClub",Yan na wa,13.70249,100.53757,Private room,7343,1,1,0.03,8,0,Short-Term,not_popular
309,iSanook Suite 34 sqm 1,Bang Rak,13.73288,100.52328,Private room,2450,30,15,0.14,45,2,Long-Term,not_popular
310,Near Suvarnabhumi Airport,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,63,0.57,2,0,Short-Term,not_popular
311,❂Citycenter✺Subway station✺Private Bathroom✺A1rc0n,Sathon,13.72066,100.5471,Entire home/apt,800,1,193,1.72,37,0,Short-Term,popular
312,unit A-Sweet Studio- 2 guests,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,8,0.07,11,0,Short-Term,not_popular
313,1 Bedroom with Twin Beds- 2 guests,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,4,0.05,11,0,Short-Term,not_popular
314,1 Bedroom with a Double Bed- 2 guests,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,0.3,11,2,Short-Term,not_popular
315,2 Bedrooms with two double beds for 4 people,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,1,0.01,11,0,Short-Term,not_popular
316,★☆★Street Food@Ur Doorstep Quiet&Cozy BKK Center☆★,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,1.61,37,8,Short-Term,not_popular
317,Luxury 3 Bedrooms Suite @BTS Phrompong,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,0.24,53,2,Short-Term,not_popular
318,Adagio Bangkok Hotel,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,0.02,6,0,Short-Term,not_popular
319,French Vintage Around the World B&B 中文服務 華語溝通,Suanluang,13.73749,100.63279,Private room,8000,1,14,0.15,10,0,Short-Term,not_popular
320,Siam City....Around the World B&B 中文服務 華語溝通,Suanluang,13.73618,100.63117,Private room,950,1,13,0.13,10,0,Short-Term,not_popular
321,"Kid-friendly, Amazing Views Bangkok",Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,0.6,1,10,Short-Term,not_popular
322,One bedroom & Living Room near BTS,Suanluang,13.72351,100.61641,Entire home/apt,1835,10,0,0.0,10,0,Short-Term,not_popular
323,NJ cozy room - Airport link Ram,Suanluang,13.7447,100.60093,Private room,1801,30,3,0.03,2,0,Long-Term,not_popular
324,NEW 65Sqm 2BD 2BR Sukhumvit26 Emquartier Emporium,Khlong Toei,13.72699,100.56988,Entire home/apt,2043,370,23,0.23,2,0,Long-Term,not_popular
325,"double bed, comfortable, Adagio Bangkok(Superior)",Khlong Toei,13.70597,100.59998,Private room,1050,1,1,0.02,6,0,Short-Term,not_popular
326,"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2.39,25,30,Short-Term,popular
327,"Prime location,near BTS Ratchadamri",Parthum Wan,13.73954,100.53954,Entire home/apt,1351,1,53,0.54,1,0,Short-Term,not_popular
328,2 Beds Connecting Room Furnished apartment,Suanluang,13.72343,100.61643,Entire home/apt,1659,10,5,0.05,4,0,Short-Term,not_popular
329,Authentic Family House,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,0.04,1,1,Short-Term,not_popular
330,Downtown Condo 2 mins from BTS,Vadhana,13.71805,100.59001,Private room,4429,3,0,0.0,1,0,Short-Term,not_popular
331,Fab Micro Studio wifi- 5 min BTS,Sathon,13.71199,100.5116,Entire home/apt,750,100,115,1.09,41,0,Long-Term,not_popular
332,sirinda,Khlong Sam Wa,13.84645,100.69468,Entire home/apt,2000,1,0,0.0,1,0,Short-Term,not_popular
333,WildWest Room..Around the World B&B 中文服務 華語溝通,Suanluang,13.73584,100.63094,Private room,950,1,3,0.03,10,0,Short-Term,not_popular
334,Little India...Around the World B&B 中文服務 華語溝通,Suanluang,13.73601,100.63298,Private room,800,1,9,0.09,10,0,Short-Term,not_popular
335,Sumo Village...Around the World B&B 中文服務 華語溝通,Suanluang,13.736,100.63322,Private room,742,1,9,0.09,10,0,Short-Term,not_popular
336,Cozy 1 BD apt in Sukhumvit Soi 11,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,0.63,1,7,Short-Term,not_popular
337,Comfort Condominium in Center BKK,Din Daeng,13.75941,100.55571,Private room,1500,3,0,0.0,2,0,Short-Term,not_popular
338,NEW 2 bedrm condo/next to BTS OnNut,Vadhana,13.708,100.60072,Private room,1500,31,25,0.25,1,2,Long-Term,not_popular
339,"Designer's House, 5 mins to skytrain, Vintage Room",Phra Khanong,13.69952,100.6077,Private room,890,1,10,0.13,25,0,Short-Term,not_popular
340,Urbano Absolute Sathorn Taksin,Khlong San,13.72156,100.50605,Private room,727,90,1,0.02,1,0,Long-Term,not_popular
341,AMAZING APARTMENT127Y IN BKK CITY,Phaya Thai,13.78647,100.54773,Private room,1857,365,17,0.17,2,0,Long-Term,not_popular
342,An apartment in Bangkok centre,Bang Rak,13.72982,100.52558,Entire home/apt,1100,2,33,0.34,1,0,Short-Term,not_popular
343,"Serenity nr JJmarket,malls,MRT+BTS",Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,75,0.73,1,5,Short-Term,not_popular
344,Female Dorm Room 4 Bunk Beds,Ratchathewi,13.75285,100.53742,Shared room,450,1,25,0.28,10,0,Short-Term,not_popular
345,6MinWalk to Train Park &Malls,Khlong Toei,13.72582,100.5704,Entire home/apt,990,30,27,0.31,3,0,Long-Term,not_popular
346,"✯Cool, colorful and Private near MRT Central BKK✯",Sathon,13.72066,100.54713,Entire home/apt,650,1,106,1.07,37,1,Short-Term,not_popular
347,Long term stay BKK 7th Fl. 30 sqm.,Bang Kapi,13.74914,100.60628,Entire home/apt,1039,60,3,0.03,1,0,Long-Term,not_popular
348,City Pano Loft only 5 min BTS S Taksin,Sathon,13.71304,100.51213,Entire home/apt,1300,100,12,0.12,41,0,Long-Term,not_popular
349,City Centre Home,Parthum Wan,13.7467,100.54295,Entire home/apt,8800,180,2,0.03,1,0,Long-Term,not_popular
350,LOFT 2 BR Silom- 5 min BTS S Taksin,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2.07,41,11,Short-Term,popular
351,"Only12$, Private Aircondition Room.",Saphan Sung,13.77458,100.67411,Private room,390,1,16,0.15,2,0,Short-Term,not_popular
352,Cozy 1BR freeWifi at BTSChidlom near Erawan shrine,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,19,0.2,8,6,Short-Term,not_popular
353,"Bangkok church view, WiFi &kitchen",Bang Kho laen,13.70074,100.52732,Entire home/apt,890,200,25,0.25,41,0,Long-Term,not_popular
354,Boutique Serviced Apartments BKK,Bang Kho laen,13.70968,100.51419,Private room,2087,1,0,0.0,3,0,Short-Term,not_popular
355,Feung Nakorn Room with Breakfast in Old town BKK,Phra Nakhon,13.74771,100.49931,Private room,3545,1,61,0.62,24,6,Short-Term,not_popular
